Mean,Std,RMS,Max,Min,Skew,Kurtosis,P2P,CrestFactor,ShapeFactor,Label
0.033720889961743175,0.6755668051287351,0.6764078700101428,3.547583233532934,-3.212560778443114,0.08273904135319339,4.620690955942053,6.760144011976047,5.244739735922554,1.6470239282839059,Outer
0.030434184314703926,0.6459745079041898,0.6466910424901225,3.366874151696607,-3.0062681636726545,0.04347302589176898,4.446700449745029,6.373142315369261,5.20631017051397,1.6384507814830873,Outer
0.026999425815036594,0.6741144159388904,0.6746548856793175,3.3295140718562872,-3.283626147704591,0.04751377618799541,4.66385731185161,6.613140219560878,4.935136678812846,1.6521310695913753,Outer
0.024659310886560214,0.6936830623616004,0.6941212232893964,3.4635230538922155,-3.237332135728543,0.047346508026075526,4.617467166215187,6.700855189620759,4.989795640419694,1.6484577381744148,Outer
0.023712584805389222,0.6647010263236086,0.665123853935349,3.3006818363273456,-3.1577389221556884,0.06803580215155194,4.46058087476287,6.458420758483034,4.9625070831517295,1.640852145772652,Outer
0.021813007485029942,0.6542140589615864,0.654577605970855,3.466771756487026,-3.1573328343313376,0.04583443258074651,4.587000727783686,6.624104590818364,5.2961966997712775,1.6448758391771061,Outer
0.019526394627411844,0.6766318995885022,0.6769135894838354,3.630425149700599,-3.4087011976047905,0.07557544178263889,4.828350183041909,7.039126347305389,5.363203230221592,1.6572447995008825,Outer
0.0179750376164338,0.6893690011473828,0.6896033075038522,3.430223852295409,-3.24585998003992,0.03891744254400292,4.571734543956412,6.67608383233533,4.9741986660588156,1.6511341332615679,Outer
0.017032304732202262,0.650975701899598,0.6511984826979903,3.383117664670659,-3.143119760479042,0.04346679164238537,4.699653979301323,6.5262374251497,5.195217363919542,1.6505660649975111,Outer
0.01712939356287425,0.6613353067363049,0.6615571056680097,3.4058585828343313,-3.2109364271457084,0.07156015141721861,4.870871079289511,6.61679500998004,5.14824578808696,1.663856279231663,Outer
